property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
"4 BHK Apartment for Sale in Vaishnodevi Kingston, Adajan Surat",1983.0,Resale,Ready to Move,Unfurnished,East,"Kingston is possibly the best opportunity to buy a luxurious flat at the best available rate. It consists of 3  4 bhk flats. It was clear that the location was extremely provoking and it led to a surgin demand for flats in that area, despite the demand being less elsewhere.Read more",4474.0,153.0,7.0,12.0,Carpet,Area
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",6300.0,Casa Rivera,New Property,5,Unknown,"Multistorey Apartment for Sale in Adajan, Surat. Covered area is 6300.0  Sq-ft. This property belongs to ""Casa Rivera"" .Read more",7500.0,472.0,,,Super,Area
5 BHK Apartment for Sale in Piplod Surat,5500.0,New Property,Poss. by Apr '26,Unfurnished,East,luxurious flat with all amenities in campus,7291.0,401.0,5.0,13.0,Super,Area
"4 BHK Apartment for Sale in DMD Park, Vesu Surat",3510.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,6809.0,239.0,7.0,12.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3500.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4500.0,157.0,7.0,12.0,Super,Area
5 BHK Apartment for Sale in Pal Surat,3200.0,New Property,Poss. by Jul '25,Unfurnished,East,,6136.0,270.0,4.0,13.0,Carpet,Area
4 BHK Apartment for Sale in Vesu Surat,4545.0,Resale,Ready to Move,Furnished,East,premium furnished,8801.0,400.0,7.0,13.0,Super,Area
"4 BHK Apartment for Sale in Shivansh Heights, Adajan Surat",3500.0,New Property,Poss. by Dec '25,Unfurnished,East,"Shivansh heights is one of the most popular destination for buying apartments flats in pal, surat. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is facing the east direction. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 3500 sq.Ft. The residential building has 10 floors in total and the flat for sale is located on the 7th floor.Read more",5857.0,204.0,5.0,13.0,Super,Area
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",7150.0,Resale,Ready to Move,Unfurnished,Unknown,"Spacious and Luxurious Big Flat, Fully Furnished Flat, Unused New Fully Furnished FlatRead more",12028.0,860.0,2.0,11.0,Super,Area
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",2650.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,3 And 4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities.Read more,6226.0,165.0,5.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,1960.0,Unfurnished,Poss. by Dec '24,East,Unknown,The USP of this project is that it is a 48-flat limited society,6402.0,227.0,,,Carpet,Area
"3 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",2750.0,New Property,Poss. by Dec '26,Unfurnished,East,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",6051.0,166.0,5.0,12.0,Super,Area
"3 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",2829.0,New Property,Ready to Move,Unfurnished,East,"Allow us to introduce you to a world of utmost luxury, presenting the epitome of grandeur, ultraluxurious 3  4 BHK boutique apartments that define the ultimate in lavishness.This masterpiece unveils a groundbreaking concept of an aerial ground spanning an expansive 29,000 sq. ft. on the 2nd floor, showcasing an array of toptier lifestyle amenities tailored for your familys comfort.Read more",7070.0,200.0,5.0,20.0,Super,Area
"4 BHK Apartment for Sale in Millionaires Lifestyle, Vesu Surat",3113.0,New Property,Poss. by Jan '25,Unfurnished,Unknown,Millionaire Lifestyle a modern living with all the lastest amenities inside the campus. with good flat planning inside with all the facilities.Read more,6660.0,206.99999999999997,5.0,12.0,Super,Area
"4 BHK Apartment for Sale in Milestone Pristine, Vesu Surat",4436.0,New Property,Poss. by Sep '25,Unfurnished,East,Define the Ultra luxurious flats with luxurious life  style flats in vesucallfor more details......book Your Apartment now and grab the dealRead more,5850.0,259.0,4.0,12.0,Super,Area
"6 BHK Apartment for Sale in Cellestial Dreams, Vesu Surat",9962.0,Resale,Ready to Move,Unfurnished,Unknown,"Cellestial Dreams is A premium project by Ravani Builders. This six BHK is a luxury apartment with amenities like swimming pool, walking track, well equipped gym with Jain Temple. The Above mention flat is naked and one can customize according to his to her taste.Read more",6500.0,647.0,2.0,13.0,Super,Area
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",1624.0,New Property,Ready to Move,Unfurnished,East,This lovely 3 BHK apartmentflat in Vesu is available for sale in one of Surats most popular projectRead more,6102.0,180.0,5.0,11.0,Carpet,Area
Plot/Land for Sale in Vesu Surat,3015.0,3,Co-operative Society,4,Unknown,near temple,12106.0,365.0,,,Plot,Area
"4 BHK Apartment for Sale in Ashirwad palace New triveni society, Katar Gam Surat",1860.0,Resale,Ready to Move,Unfurnished,Unknown,Specious 4 Bhk Flat For Sell In Bhatar,6333.0,190.0,7.0,13.0,Carpet,Area
"5 BHK Apartment for Sale in Surya Heritage, Vesu Surat",7150.0,New Property,Ready to Move,Unfurnished,East,5 bhk lusurious and very spacious flat for sale in SURYA HERITAGE NEAR HAPPY EXCELENCIA VESU SURAT. NR SURAT AIRPORT AND DIAMOND BOURSE. POSSESSION IN 4 TO 6 MONTHRead more,7800.0,557.0,8.0,12.0,Super,Area
"4 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",3376.0,New Property,Poss. by Jun '25,Unfurnished,East,"Prime Location on 2nd VIP Road. Reputed builder, modern amenities, under construction project. Value for money and pay payment schemeRead more",5717.0,193.0,5.0,13.0,Super,Area
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",2350.0,New Property,Ready to Move,Unfurnished,East,near shyam baba mandir vesu main road vip road surat gujrat,6596.0,155.0,3.0,14.0,Super,Area
"4 BHK Apartment for Sale in Baghban The Lifestyle, Adajan Surat",1980.0,New Property,Ready to Move,Unfurnished,East,"The project has 4 bhk multistorey apartments. The project has 3 towers of 10 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkings. The apartment has 3600, 4000  4400 square feet super build up areaRead more",5500.0,198.0,9.0,10.0,Carpet,Area
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",4000.0,New Property,Ready to Move,Unfurnished,East,4 BHK Fla For Sell In Vesu Prime Area With All Aminities.,6800.0,272.0,5.0,13.0,Super,Area
3 BHK Apartment for Sale in Althan Surat,1402.0,New Property,Poss. by Oct '26,Unfurnished,East,With A great location of Shyam Baba mandir and connectivity to surat diamond BourseRead more,6351.0,161.0,5.0,13.0,Carpet,Area
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",3200.0,New Property,Poss. by Jan '25,Unfurnished,Unknown,,6200.0,198.0,7.0,12.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3600.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4500.0,162.0,7.0,12.0,Super,Area
5 BHK Apartment for Sale in Vesu Surat,5700.0,New Property,Ready to Move,Unfurnished,East,,6900.0,393.0,6.0,12.0,Super,Area
"4 BHK Apartment for Sale in Aarambh, Vesu Surat",3400.0,New Property,Poss. by Aug '24,Unfurnished,East,4 bhk flat for sale in laxmi aarambh vesu surat,5382.0,183.0,8.0,12.0,Super,Area
"3 BHK Apartment for Sale in DMD Aura, Vesu Surat",2359.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,3 BHK Luxurious Flat For Sell In VESU Prime Area With All Luxurious Aminities .Contact for More Details .Read more,6486.0,153.0,5.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,3111.0,Unfurnished,Poss. by Oct '24,East,Unknown,4 BHK Luxurious in Vesu by well known group in Surat,6400.0,268.0,,,Carpet,Area
"4 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",3800.0,New Property,Ready to Move,Unfurnished,North,"he beautifully designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",6700.0,254.0,3.0,20.0,Super,Area
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",2500.0,New Property,Ready to Move,Unfurnished,East,"Welcome to one of the best residential buildings in Surat, where luxury meets functionality seamlessly. Explore the opportunity to acquire a 3 BHK apartment for sale that epitomizes refined living. Additionally, uncover the charm of residential 3 BHK flats in Surat, where comfort and elegance intertwine harmoniously.Read more",6800.0,170.0,5.0,13.0,Super,Area
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",3810.0,New Property,Poss. by Dec '24,Unfurnished,East,ultra luxurious 4 BHk flats for sell in vesu canal road,6491.0,247.00000000000003,3.0,18.0,Super,Area
"Shop for Sale in Aagam Vivianna, Vesu Surat",800.0,Resale,Ready to Move,1 Open,Unknown,"Aagam Vivianna is well established shopping mall of Vesu area. It is surrounded by elite residential buildings. Vivianna has variety of shops such as clothing, jewellery, stationery and restaurants. The proposed shop is a specious shop located in the lane which is easily accessible.Read more",14000.0,224.00000000000003,2.0,,Carpet,Area
Plot/Land for Sale in Piplod Surat,2475.0,3,Co-operative Society,2,Unknown,2 side open plot,12323.0,305.0,,,Plot,Area
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",1402.0,New Property,Ready to Move,Unfurnished,Unknown,Altra Luxurious 3 Bhk Flat For Sell In Vesu at premium location,6118.0,156.0,6.0,11.0,Carpet,Area
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",3211.0,New Property,Poss. by Sep '24,Unfurnished,East,"Prime location, luxurious 4bhk apartment with modern amenities. 2 flats on each floor.Read more",5761.0,185.0,4.0,13.0,Super,Area
"4 BHK Apartment for Sale in Rajhans Cremona, Vesu Surat",4100.0,New Property,Ready to Move,Unfurnished,West,vesu main road near  gd cancal road vesu,6600.0,270.0,5.0,14.0,Super,Area
"4 BHK Apartment for Sale in Veer Supremus, Adajan Surat",1686.0,New Property,Poss. by Jul '24,Unfurnished,East,"The project has 4  5 bhk multistorey apartments. The project has 5 towers of 12 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkings. The apartment has 2855, 3067, 3453  4378 square feet super build up areaRead more",5400.0,165.0,9.0,12.0,Carpet,Area
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",5124.0,New Property,Poss. by Jul '24,Unfurnished,East,Luxurious Flat For Sell in Vesu with all aminities.,6800.0,348.0,7.0,12.0,Super,Area
3 BHK  House for Sale in Piplod Surat,1200.0,Resale,Ready to Move,Semi-Furnished,East,looking for Bungalow this is one of the best choice,15000.0,285.0,2.0,,Carpet,Area
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",2650.0,New Property,Poss. by Jan '25,Unfurnished,Unknown,,6200.0,164.0,6.0,12.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3700.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4500.0,166.0,7.0,12.0,Super,Area
5 BHK Apartment for Sale in Vesu Surat,5135.0,New Property,Poss. by May '25,Unfurnished,East,,6816.0,350.0,6.0,12.0,Super,Area
"3 BHK Apartment for Sale in DMD Aura, Vesu Surat",2565.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,3 BHK Luxurious Flat For Sell In VESU Prime Area With All Luxurious Aminities .Contact for More Details .Read more,6472.0,166.0,5.0,12.0,Super,Area
4 BHK Apartment for Sale in Pal Surat,1720.0,Unfurnished,Ready to Move,East,Unknown,4 BHK Uber Luxurious Living Flats.,6060.0,173.0,,,Carpet,Area
"3 BHK Apartment for Sale in Sangini Nirvana, Vesu Surat",2650.0,New Property,Ready to Move,Unfurnished,East,"Looking for a 3 bhk property for sale in surat Buy this 3 bhk flat in dmd park that is situated in vesu, surat. The flat north  Facing. Constructed on a super built up area of 2650 sq.Ft., the flat comprises 3 bedrooms, 3 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor.Read more",6200.0,164.0,5.0,12.0,Super,Area
"4 BHK Apartment for Sale in Sangini Siddhanta, Vesu Surat",4000.0,New Property,Poss. by Jun '27,Unfurnished,East,"With a perfect blend of living and lively spaces, Sangini Siddhanta promises to take your lifestyle graph a notch higher. Standing tall in the midst of lush green landscapes, Sangini Siddhanta offers uninterrupted views of the most iconic monument of the city, Shaheed Smarak, which is spread across 99,000 sq. yards. Make the most of life with 10,500 sq. ft. of amenities area and 24,500 sq. ft. of green landscape garden. Come home to grandness at Sangini Siddhanta with its Bigonspace 4, 4.5  5 BHK residences.Read more",7475.0,299.0,8.0,12.0,Super,Area
"4 BHK Apartment for Sale in The Atmosphere Serene, Vesu Surat",3150.0,New Property,Poss. by Dec '24,Unfurnished,East,Ultra luxurious 4 bhk flats for sell in vesu canal road.,6491.0,204.0,3.0,18.0,Super,Area
"4 BHK Apartment for Sale in Roland Towers, Magdalla Surat",4158.0,New Property,Poss. by Aug '24,Unfurnished,East,"Roland towers, is premium property, with theme based architecture, with common terrace garden, and river view, high quality sanitary ware, Italian marble flooring, and wooden flooring, 3 car parking, gymnasium, senior citizen area, party lawn and garden, meditation yoga deck, full power backup, separate split AC, and allotted by ev car charging point. Its next to ryan international school and v r mall, and river facing premium apartment.Read more",8900.0,370.0,5.0,10.0,Super,Area
5 BHK  House for Sale in Piplod Surat,2500.0,Unfurnished,Poss. by Sep '24,East,Unknown,"Near School, Bank and Super Store",3420.0,171.0,,,Carpet,Area
"4 BHK Apartment for Sale in Greenopolis, Vesu Surat",1595.0,New Property,Poss. by Feb '25,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5500.0,159.0,7.0,13.0,Carpet,Area
"4 BHK Apartment for Sale in Superia Sky Superia, Vesu Surat",2984.0,New Property,Ready to Move,Unfurnished,East,for sale 4bhk superia vip road vesu,5201.0,155.0,2.0,14.0,Super,Area
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",4967.0,New Property,Ready to Move,Unfurnished,East,5 BHK Ulta Luxurious Flat In Adajan Pal Area With All Aminities.Also Exist Servent Room And 4 Car ParkingRead more,8000.0,397.0,8.0,19.0,Super,Area
4 BHK  House for Sale in Piplod Surat,2800.0,Resale,Ready to Move,Unfurnished,West,main road touch property and Residential cum commercial property,7391.0,340.0,1.0,2.0,Carpet,Area
"5 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",6140.0,New Property,Poss. by Oct '24,Unfurnished,Unknown,,6891.0,423.00000000000006,6.0,12.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3800.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4500.0,171.0,7.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Canal Road Surat,3810.0,New Property,Poss. by May '25,Unfurnished,East,,7349.0,280.0,6.0,18.0,Super,Area
"5 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",5276.0,New Property,Poss. by Apr '25,Unfurnished,Unknown,"This 5 bhk flat is available for sale in avadh ercole, one of the most prominent projects for residential apartments in vesu, surat. The apartment is facing the east direction. Constructed on a super built up area of 5276 sq.Ft., the flat comprises 5 bathrooms and 1 balcony. This flat lies on the 5th level of a 12 storey apartment building. This residential property is still under construction and is available for possession by 2025. The floor of this apartment is beautifully designed using vitrified flooring, giving the apartment an alluring look. The flat will offer a modern lifestyle as itRead more",5699.0,300.0,5.0,13.0,Super,Area
6 BHK Penthouse for Sale in Vesu Surat,5310.0,Unfurnished,Poss. by Jun '25,East,Unknown,Presenting a Gift of the Premium Luxurious Community LIFESTYLE.,5700.0,550.0,,,Carpet,Area
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",3152.0,New Property,Ready to Move,Unfurnished,East,"Looking for a 4 bhk property for sale in surat Buy this 4 bhk flat in sns glorina world that is situated in vesu, surat. The flat is southFacing. Constructed on a super built up area of 3152 sq.Ft., the flat comprises 4 bedrooms, 4 bathrooms and 1 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. This residential property is still under construction and will be available for possession by december 2023Read more",5203.0,164.0,5.0,12.0,Super,Area
"5 BHK Apartment for Sale in Sangini Skyteria, Vesu Surat",5800.0,New Property,Poss. by Dec '25,Unfurnished,East,Prepare to be amazed by a residential masterpiece that stands as a unique landmark in Surat. This isnt just a home its a testament to your achievements and a pledge to everlasting happiness.Built with spaces that are picturesque and give you an essence of supreme skies and oblivion.Read more,6897.0,400.0,10.0,18.0,Super,Area
"4 BHK Apartment for Sale in Agastya, Vesu Surat",3513.0,New Property,Poss. by Jun '25,Unfurnished,East,Trust of pramukh group of project like 4 bhk luxurious amenities flatsin vip road with best location and construction in vesu area. Best for user and as well as investorRead more,7051.0,247.00000000000003,3.0,13.0,Super,Area
"6 BHK Apartment for Sale in Roland Towers, Magdalla Surat",7600.0,New Property,Poss. by Aug '24,Unfurnished,North,"7600 square feet, river facing, premium penthouse, covering 2 floors, with a private terrace, 6 BHK, 4 car park, with EV charging facility, gymnasium, senior citizen garden, cc camera , 24x7 security, meditation yoga deck, 12 feet height, jogging track, italion marble and wooden flooring, a  penthouse with river view, and located in peaceful area near v r mall.Read more",8900.0,676.0,9.0,10.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,3500.0,New Property,Poss. by Jun '24,Unfurnished,East,,5500.0,192.0,9.0,19.0,Super,Area
"4 BHK Apartment for Sale in Avadh Ercole, Vesu Surat",1925.0,New Property,Poss. by Dec '25,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5700.0,199.0,7.0,13.0,Carpet,Area
4 BHK Apartment for Sale in Pal Surat,4000.0,New Property,Poss. by Aug '24,Unfurnished,East,4 BHK Luxurious Flat For Sell In Pal .Contact For More Details.,6000.0,240.0,4.0,9.0,Super,Area
"5 BHK Apartment for Sale in Avadh Bertina, Vesu Surat",5600.0,New Property,Poss. by Dec '24,Unfurnished,East,5bhk premium homes with blissfully living in Serene atmosphere,6393.0,358.0,5.0,13.0,Super,Area
"3 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",2860.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,,6051.0,173.0,6.0,12.0,Super,Area
4 BHK Apartment for Sale in Dumas Road Surat,3900.0,New Property,Poss. by Sep '24,Unfurnished,Unknown,4 bhk luxurious flat for sell in dumas road area with all aminities.Read more,4500.0,175.0,7.0,12.0,Super,Area
Showroom for Sale in Vesu Surat,5000.0,New Property,Poss. by May '26,2 Covered,Unknown,Commercial Showroom For Rent In Vesu With All Aminities.,18000.0,900.0,12.0,,Super,Area
"4 BHK Penthouse for Sale in The Iconic, Adajan Surat",4850.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Pentahouse For Sell In Adajan Pal Prime Area With All Luxurious Aminities.Read more,4747.0,229.99999999999997,7.0,13.0,Super,Area
4 BHK Penthouse for Sale in Pal Surat,2517.0,Unfurnished,Poss. by Jun '25,East,Unknown,4 BHK SKY VILLAS::::::::3 Side Open Deck Balcony::::EV car charging point per flat:::: 27000 Sqft of Landscape and amenities areaRead more,4700.0,211.0,,,Carpet,Area
"4 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",2980.0,Resale,Ready to Move,Unfurnished,North,"This lovely 4 BHK apartmentflat in Dumas is available for sale in one of Surats most popular projects, Avadh Copper Stone. The flat occupies a Super built up area of 2980 sq.ft. that consists of 4 bedrooms, 4 bathrooms and 2 balconies. The residential building has 11 floors in total and the flat for sale is located on the 3rd floor. This 15 years old property is available for immediate possession as the project is ready to move. Avadh Copper Stone is designed very well to provide modern facilities such as Swimming Pool, Security Personnel, Maintenance Staff, CCTV Surveillance, Club house  etc.Read more",5168.0,154.0,3.0,12.0,Super,Area
"4 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",3400.0,New Property,Poss. by Aug '24,Unfurnished,East,4 BHk Luxurious flat ready for sale short time possession peacefully living society in vest in campus Jain Temple. Please contact for more details.Read more,5600.0,190.0,5.0,14.0,Super,Area
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",2450.0,New Property,Ready to Move,Unfurnished,West,"Experience unparalleled planning with Sangini Vedanta unique 3BHK apartments, boasting open sides on all four fronts. Enjoy a lavish lifestyle with topnotch amenities. Located in a prime area with excellent connectivity, our apartments are 100 Vaastu compliant. Each flat comes with ample car parking space, and residents can relish 18,500 sq. ft. of lush green landscape area.Read more",6500.0,159.0,13.0,13.0,Super,Area
Plot/Land for Sale in Adajan Surat,2025.0,Congo,Co-operative Society,1,Unknown,225  var Residential Plot available for sell in the prime location of adajan  Road  It s a posh location  Well maintained society  The society has all the basic amenities and facilities  Landscaped Garden CCTV camera  Security  Play Area  etc are some of the beautiful amenities the campus have We are property consultants and we have various options for you as per your requirements and budget  Kindly contact us for more detailsRead more,11852.0,240.0,,,Plot,Area
"4 BHK Apartment for Sale in Ascon Surya Green View, Vesu Surat",1650.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,6333.0,190.0,12.0,12.0,Carpet,Area
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",3200.0,New Property,Poss. by Jul '24,Unfurnished,East,Luxurious Property For Sell In Surat Prime Area With all Luxurious Aminities.Read more,5000.0,160.0,13.0,13.0,Super,Area
"5 BHK Apartment for Sale in Sangini Skyteria, Vesu Surat",3080.0,New Property,Poss. by Jun '25,Unfurnished,East,"5bhk premium apartment on GD goenka Canal road,Surat",7500.0,420.0,5.0,18.0,Carpet,Area
"4 BHK Apartment for Sale in Rajhans Zorista, Vesu Surat",3500.0,New Property,Poss. by Jan '25,Unfurnished,Unknown,Luxurious Flat For Sell In Ultra Modern Aminities In Vesu Prime Location .Read more,6051.0,211.0,5.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,5000.0,New Property,Poss. by Mar '25,Unfurnished,East,4 Bhk luxurious flat for sell in Vesu Prime Area with All Modern Aminities.Read more,6000.0,300.0,6.0,13.0,Super,Area
Showroom for Sale in Vesu Canal Road Surat,800.0,New Property,Poss. by May '25,2 Covered,Unknown,,25000.0,400.0,6.0,,Carpet,Area
"4 BHK Penthouse for Sale in The Iconic, Pal Surat",3755.0,New Property,Poss. by Jun '24,Unfurnished,East,Luxurious Pentahouse For Sell In Adajan Pal Prime Area With All Luxurious Aminities.Read more,4971.0,186.0,13.0,13.0,Super,Area
5 BHK Apartment for Sale in Pal Surat,3070.0,Unfurnished,Ready to Move,East,Unknown,5 Bhk Premium Apartments with Deck Balcony.,6060.0,326.0,,,Carpet,Area
"4 BHK Apartment for Sale in Sangini Evoq, Vesu Surat",3800.0,Resale,Ready to Move,Unfurnished,East,"A beautiful 4 bhk apartment in Vesu, Surat. It is a resale property in a promising locality. This well-designed new property is ready to move in. It is located on the 12  floor. The property ownership is freehold type and has a super built-up area of 3800 Sq. Ft. The apartment has marble flooring. With 2 balconys and 4 bathrooms, the apartment has quality features such as club housecommunity center, fitness center.Read more",7474.0,284.0,12.0,19.0,Super,Area
"4 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",3700.0,New Property,Ready to Move,Unfurnished,East,"Aarambh is where luxury meets comfort and style meets elegance.Where life is a laidback retreat, as well as an exciting adventure. Where you nurture your future while indulging in your present.Aarambh as opulence homes is elegantly landscaped to give you a lively feel of the warmth of the gleaming afternoon sun and the cool breeze of the evening along with a comfortable pavement for morning and evening strolls. Explore more and more reasons to appreciate life.Read more",5676.0,210.0,10.0,13.0,Super,Area
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",2350.0,New Property,Ready to Move,Unfurnished,East,"Experience unparalleled planning with our unique 3BHK apartments, boasting open sides on all four fronts. Enjoy a lavish lifestyle with topnotch amenities. Located in a prime area with excellent connectivity, our apartments are 100 Vaastu compliant. Each flat comes with ample car parking space, and residents can relish 18,500 sq. ft. of lush green landscape area.Read more",6500.0,152.0,1.0,13.0,Super,Area
5 BHK Villa for Sale in Piplod Surat,8000.0,Furnished,Ready to Move,East,Unknown,Flooring Italian Marble,8000.0,800.0,,,Carpet,Area
"4 BHK Apartment for Sale in Om Icon, Vesu Surat",1850.0,Resale,Ready to Move,Unfurnished,Unknown,Altra Luxurious 4 Bhk Flat For Sell In Vesu,5634.0,200.0,7.0,11.0,Carpet,Area
"4 BHK Apartment for Sale in Ambience, Vesu Surat",3325.0,Unfurnished,Poss. by Jan '25,Ambience,Unknown,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3325.0  Sq-ft. This property belongs to ""Ambience"" .Read more",6336.0,210.0,,,Super,Area
"3 BHK Apartment for Sale in Sangini Lakeville, Vesu Surat",3000.0,New Property,Poss. by Dec '25,Unfurnished,East,A spectacular High rise Apartment With A great view of Lake in the heart of cityRead more,6500.0,195.0,3.0,20.0,Super,Area
"4 BHK Apartment for Sale in Roongta Green Valley, Vesu Surat",4491.0,New Property,Poss. by Jun '24,Unfurnished,East,,6791.0,305.0,7.0,13.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,3000.0,New Property,Poss. by Mar '25,Unfurnished,East,,5700.0,171.0,8.0,12.0,Super,Area
6 BHK  House for Sale in New citylight Surat,150.0,New Property,Ready to Move,Unfurnished,East,Luxurious row house for sale in New City Light area with all amenities. Contact for more details.Read more,31481.0,425.0,3.0,,Super,Area
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",2825.0,New Property,Ready to Move,Unfurnished,East,"5 BHK lavish Flats Ample car park per flat More than 30,000 Sqft of Landscape area Including Party Lawn VIP road Touch Project surrounded by Jain devotional places A bouquet of amenities  facilities covering an entire family One fix parking with personal electric point for vehicle charging. Italian marble flooring in entrance foyer, living room kitchen  dining space. All luxurious amenities.Read more",7011.0,360.0,9.0,11.0,Carpet,Area
4 BHK Penthouse for Sale in Pal Surat,2060.0,Unfurnished,Ready to Move,East,Unknown,A precious possession for a lifetime,6060.0,225.99999999999997,,,Carpet,Area
"5 BHK Apartment for Sale in Triyom Palace, Vesu Surat",3300.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,"Introducing Triyom. We at Triyom understand the importance of spaces. We believe that wellbeing is an expression of the three dimensions of divinity  mental peace, Nature and physical balance. Every Triyom home embodies the three essences to give you an exquisite holistic Inner experience. Our properties are carefully handcrafted using elements and design chosen to envelop you in a spatial language of peaceful living that lets you transcend into divine by nature.Read more",8000.0,480.0,7.0,11.0,Carpet,Area
"3 BHK Apartment for Sale in Laxmi Aarambh, Vesu Surat",2705.0,New Property,Ready to Move,Unfurnished,East,"Aarambh is where luxury meets comfort and style meets elegance.Where life is a laidback retreat, as well as an exciting adventure. Where you nurture your future while indulging in your present.Aarambh as opulence homes is elegantly landscaped to give you a lively feel of the warmth of the gleaming afternoon sun and the cool breeze of the evening along with a comfortable pavement for morning and evening strolls. Explore more and more reasons to appreciate life.Read more",5693.0,154.0,8.0,13.0,Super,Area
